,positive1,positive2,positive3,control1,control2,control3
URIAAL_R01096,10.32275546,11.07676597,10.69779251,10.4717301,10.76172888,10.88502741
URIAAL_R01100,10.47065683,11.06820694,10.60231085,10.78386193,10.52486289,10.97611505
URIAAL_R02872,5.624597821,6.186367505,6.1343018,6.004681015,6.430974731,6.288913891
URIAAL_R02875,9.897682051,9.327868999,9.1419641,9.358767033,9.230525754,9.447843816
URIAAL_R15140,13.49114491,12.1933791,12.46397878,11.43332986,12.45165151,12.54398569
URIAAL_R01101,7.069959223,7.030798105,6.366283539,7.046229039,7.119740224,6.967052927
URIAAL_R01097,9.128842372,9.339306934,9.139321411,9.472860533,9.436008523,9.313524029
URIAAL_R01102,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.363545172
URIAAL_R02876,5.403613926,7.757284286,6.062619219,7.966425988,5.305661948,6.320864913
URIAAL_R02873,5.805686801,5.873887852,5.456495784,6.48141871,5.209098481,5.115040819
URIAAL_R01103,4.363545172,4.363545172,4.818598514,4.363545172,4.363545172,4.363545172
URIAAL_R01098,9.688888872,11.18417291,9.544677341,10.07989822,10.91163244,9.808679425
URIAAL_R14751,10.65813069,9.361913768,10.23913003,11.19293216,9.94766533,10.95016156
URIAAL_R15223,8.855890621,8.123968876,7.936126749,9.540092489,8.524916635,8.494802516
URIAAL_R00844,9.517957391,8.626600847,9.00639992,10.8045036,9.329803633,9.322756492
URIAAL_R15133,5.268971085,5.014186365,5.904741953,6.106231894,5.209098481,5.548683995
URIAAL_R05173,6.191225552,5.319231539,5.206368921,6.056538929,5.305661948,5.579384528
URIAAL_R00851,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R05181,7.866895433,6.419843411,7.502412471,9.379569304,6.770003353,6.397384853
URIAAL_R05174,6.530406858,5.825044428,6.703472728,8.50738598,6.058409786,5.720279544
URIAAL_R05169,5.719008711,4.86921915,4.919731905,6.177137402,4.790835485,5.37823485
URIAAL_R14750,4.363545172,4.946467387,4.818598514,5.377081874,4.790835485,5.257569707
URIAAL_R15723,8.397980697,8.290955543,8.10896529,8.393524104,7.758651454,8.81355107
URIAAL_R05175,7.730050187,7.324774736,7.667165158,6.985708788,7.194830308,8.229325803
URIAAL_R05167,9.566622077,9.568755868,8.991820331,10.16218965,9.016345842,10.15084676
URIAAL_R05165,9.679087053,9.440125925,8.882241621,10.30788268,9.307174543,9.531430366
URIAAL_R00849,4.738226096,4.86921915,4.363545172,4.824231677,5.035531377,4.363545172
URIAAL_R05171,5.961013677,5.747465492,5.078689628,7.092796206,5.305661948,5.000689288
URIAAL_R05172,10.88919981,11.41454407,9.728101962,10.10923751,10.62548743,9.712260077
URIAAL_R00850,8.604186763,8.995658461,8.406649878,9.198879011,9.610770342,7.932425554
URIAAL_R00843,9.266198167,9.316339468,8.92278184,9.802130993,9.93296863,8.156548285
URIAAL_R05170,9.400559195,8.046624748,9.370930551,9.872274117,8.832502491,10.4117026
URIAAL_R05168,9.912395986,10.2049918,10.47305668,11.43829117,10.97232905,10.46849566
URIAAL_R05166,8.784442816,8.684637391,8.959215199,9.680788711,9.424587467,8.649842243
URIAAL_R15222,4.363545172,4.777125374,4.919731905,5.553567254,5.098372679,5.516985098
URIAAL_R00848,5.268971085,4.777125374,5.145389309,5.893492605,4.790835485,6.336542105
URIAAL_R05179,5.763217136,4.656489436,6.012324482,5.66753605,5.674164526,6.03864687
URIAAL_R05182,5.403613926,6.030025419,6.286822642,6.922387578,6.162586981,7.246238935
URIAAL_R05164,5.106768862,5.472555868,5.578693395,6.499342705,5.610890998,6.288913891
URIAAL_R05177,10.03655261,10.45572812,10.00976213,11.06404896,10.0515051,10.99296893
URIAAL_R05178,9.441731389,9.193561777,8.714698091,9.287171858,9.147249106,9.34648744
URIAAL_R05180,8.855890621,8.79411344,8.483836556,9.244962707,9.018881469,8.655708465
URIAAL_R15132,5.403613926,4.363545172,4.818598514,6.681845003,5.035531377,5.414953896
URIAAL_R14805,12.05021381,12.11687883,11.00522002,12.30983741,11.85682423,11.68854861
URIAAL_R05163,8.52960812,7.54097211,8.081575564,9.788374483,8.094653711,7.946914627
URIAAL_R00853,12.10107989,11.27275591,11.58763372,12.07413626,11.54397603,11.40525943
URIAAL_R00854,7.054519961,5.014186365,6.062619219,7.86450647,5.035531377,6.187847079
URIAAL_R15221,6.435295496,5.276213501,5.616246526,7.740360592,5.209098481,6.03864687
URIAAL_R14804,7.959479562,7.040399704,7.5674659,8.940209937,6.866214668,7.402998373
URIAAL_R00852,7.130042279,7.393205786,7.575390275,7.604275412,7.414153179,6.995768515
URIAAL_R00845,4.363545172,5.182500828,5.687429516,5.216595778,4.363545172,4.768462915
URIAAL_R00846,4.363545172,4.363545172,4.363545172,5.01234472,4.363545172,5.115040819
URIAAL_R05183,4.363545172,4.363545172,4.363545172,5.01234472,4.363545172,4.363545172
URIAAL_R00847,11.01329781,11.28610312,10.47933247,10.69912678,11.21078869,11.24080734
URIAAL_R05577,4.363545172,4.363545172,4.685980511,4.363545172,4.363545172,4.363545172
URIAAL_R10098,6.384976422,5.230772573,4.818598514,5.326964755,4.790835485,4.363545172
URIAAL_R02985,4.363545172,4.777125374,4.363545172,5.087435481,4.363545172,4.363545172
URIAAL_R02984,5.573906482,6.357420852,5.456495784,4.689988651,6.294985452,5.63808552
URIAAL_R08413,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R08415,6.332593726,6.274814056,6.494449428,7.711231004,6.478465989,6.887386321
URIAAL_R13033,7.501861534,8.267117831,7.247547603,8.647642309,6.956046245,7.300472586
URIAAL_R08414,7.359800495,7.26913036,7.143914064,8.429532045,5.643016455,6.887386321
URIAAL_R11140,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R05314,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R05315,5.961013677,7.650176985,8.182972652,6.36831154,8.644828145,9.132137504
URIAAL_R05316,4.738226096,4.946467387,4.363545172,5.01234472,5.432305026,4.650333526
URIAAL_R11141,4.363545172,5.075108153,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R05323,5.106768862,4.86921915,5.456495784,5.512464376,5.47080836,4.768462915
URIAAL_R05321,6.249708194,5.920700049,6.11087821,5.630955528,6.364795256,6.187847079
URIAAL_R11142,7.720439718,7.867504699,7.960420205,6.030894245,6.806891192,7.654479579
URIAAL_R05317,12.20883485,11.18891791,11.38197097,11.44980162,11.44107602,11.11478968
URIAAL_R05324,11.11489814,11.03462572,11.06901997,10.80621048,11.61388474,10.91643975
URIAAL_R11136,9.266198167,9.760973358,8.888553489,8.455956152,8.812170615,9.19785317
URIAAL_R05318,10.69748667,11.0520929,10.41312676,10.82737775,10.96512637,10.92130569
URIAAL_R05332,4.738226096,5.130859041,5.004475073,4.689988651,4.363545172,4.363545172
URIAAL_R15639,4.363545172,4.777125374,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R05325,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11143,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11137,7.229287543,6.81179987,6.935165957,7.479897062,6.866214668,6.320864913
URIAAL_R11144,8.737913277,8.711330293,9.313500795,8.843610096,9.296769821,7.550334505
URIAAL_R05331,5.338961133,5.319231539,5.315501485,5.273670624,5.895214605,5.771723865
URIAAL_R05333,5.00894176,5.747465492,5.904741953,6.056538929,5.47080836,6.096780227
URIAAL_R05326,4.363545172,5.075108153,4.818598514,4.689988651,4.363545172,4.363545172
URIAAL_R11145,4.363545172,4.363545172,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R05320,4.363545172,4.363545172,4.363545172,4.689988651,4.965656574,4.363545172
URIAAL_R11146,4.363545172,5.436618703,4.685980511,5.273670624,4.790835485,4.363545172
URIAAL_R05322,4.363545172,4.946467387,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R05327,4.363545172,4.363545172,4.363545172,5.377081874,4.363545172,4.363545172
URIAAL_R11134,10.28125939,10.14655277,9.998151711,10.2119784,10.54871488,10.21071185
URIAAL_R11133,5.192272678,5.014186365,5.145389309,5.66753605,5.47080836,4.858662109
URIAAL_R11132,7.215537198,7.150681159,7.175825535,8.45158584,6.446999968,6.947568502
URIAAL_R11139,4.363545172,5.182500828,5.004475073,5.154913227,4.363545172,4.768462915
URIAAL_R05319,5.463885147,4.363545172,4.818598514,5.01234472,4.363545172,4.934336631
URIAAL_R11147,9.949556207,9.797350149,9.735114641,9.948468359,10.19837454,9.980594757
URIAAL_R05313,10.44631433,7.011391034,9.973164623,11.10761004,10.41956465,9.930776268
URIAAL_R11138,8.27277959,8.184659449,7.834575987,8.782371142,7.794868859,8.030881974
URIAAL_R05312,4.363545172,4.363545172,4.363545172,4.363545172,5.098372679,4.363545172
URIAAL_R05328,4.363545172,4.363545172,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R05329,4.363545172,4.363545172,4.363545172,5.377081874,4.363545172,4.363545172
URIAAL_R05330,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R04834,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R15428,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R04831,15.57795006,14.63999589,14.76924547,14.31010852,13.3746611,14.29672961
URIAAL_R04832,9.400559195,9.703152067,12.01620357,8.718404615,7.374565913,8.084231061
URIAAL_R04833,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.768462915
URIAAL_R14726,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.650333526
URIAAL_R04830,4.363545172,4.656489436,4.363545172,5.512464376,4.363545172,4.363545172
URIAAL_R07094,6.359054721,4.777125374,5.365066786,5.950424909,5.035531377,6.222458199
URIAAL_R14881,11.56665048,11.81521612,12.15854783,12.49925511,12.48224424,12.09632885
URIAAL_R11103,14.56310859,13.5908651,14.27528689,15.04820538,14.28776946,13.46368484
URIAAL_R07000,4.891955851,4.363545172,5.498990869,4.363545172,4.790835485,5.000689288
URIAAL_R06999,4.363545172,4.363545172,4.818598514,5.01234472,4.790835485,4.363545172
URIAAL_R11107,5.106768862,4.363545172,4.363545172,5.087435481,4.666235093,4.363545172
URIAAL_R07004,4.363545172,4.363545172,5.078689628,5.893492605,5.349969239,4.363545172
URIAAL_R11102,6.889731742,6.930888805,7.652277645,7.417859983,6.568538265,6.577351229
URIAAL_R06998,4.363545172,5.014186365,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R07003,9.817310244,9.780674883,9.570395061,9.433616184,9.464171081,9.482851204
URIAAL_R15120,7.651273858,7.554267565,7.227430817,6.26572751,7.185663743,7.148039142
URIAAL_R07002,5.00894176,4.363545172,4.818598514,5.087435481,5.155862306,4.650333526
URIAAL_R11106,9.209415551,9.875334318,9.270685189,8.856871424,9.413075109,9.15919745
URIAAL_R11105,14.33902946,14.49885099,16.82681934,14.08767668,15.1494421,14.14576228
URIAAL_R11104,8.680011526,7.631509526,9.198908172,9.424748062,9.305099605,8.507841552
URIAAL_R07001,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11109,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11005,5.106768862,5.182500828,5.206368921,4.363545172,5.155862306,4.934336631
URIAAL_R10993,7.999650533,8.595085642,7.814699544,9.379569304,9.294679822,8.69326541
URIAAL_R11008,4.363545172,5.360144269,5.004475073,4.363545172,4.363545172,5.115040819
URIAAL_R11007,5.338961133,6.291774289,4.818598514,5.553567254,4.790835485,5.165669828
URIAAL_R11009,10.49738557,10.28794433,10.83868404,9.594476342,11.0103595,10.0797066
URIAAL_R02651,12.55051025,12.74730111,12.84886028,12.52124241,12.82876853,13.1705802
URIAAL_R10994,7.62056273,8.546475315,8.301551789,7.046229039,8.370367388,7.857678963
URIAAL_R11004,9.895567745,10.42298092,10.20545234,10.11751166,10.93528052,9.7968084
URIAAL_R02664,12.62127709,12.79476131,12.5211024,12.38884091,12.56122274,11.99612462
URIAAL_R10995,6.530406858,7.527549899,6.844521831,7.596316587,7.475255348,7.292853007
URIAAL_R02663,10.17894296,10.85122602,9.134021427,9.588534089,9.10492451,9.657876264
URIAAL_R02652,10.97076618,11.05093498,10.97148786,11.35095211,10.66239361,11.27826929
URIAAL_R02668,8.038719408,7.768699882,8.580683078,6.9732772,7.583119736,8.233262321
URIAAL_R02662,12.42315822,10.81893753,12.013684,11.05474594,11.07261262,12.02325075
URIAAL_R02661,9.444627704,9.021937379,10.30067395,8.624551548,9.376000001,9.494333767
URIAAL_R11003,10.00355982,10.07086412,9.256125577,9.365734569,9.787555457,9.578424519
URIAAL_R11002,10.25676467,11.55878418,10.74369746,10.78732279,10.80197739,10.54379513
URIAAL_R02653,11.36068696,11.94927238,10.93009226,11.15994051,11.28313063,11.13063214
URIAAL_R14841,8.689825443,10.3142458,8.238544983,8.876536742,8.820919531,9.293001764
URIAAL_R11001,12.01851911,12.60426849,11.71140418,11.647445,12.71667106,11.42680503
URIAAL_R02660,5.924129206,8.176145712,6.422781928,7.126717216,6.201881564,6.769594759
URIAAL_R10996,4.363545172,4.777125374,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R02659,11.45052434,10.11031748,10.66053904,10.46201735,9.508116191,11.25773763
URIAAL_R02658,9.008659281,8.465099232,8.619182067,10.15550861,8.156068321,8.498073412
URIAAL_R02654,12.17394858,11.17516734,10.6706287,11.85131262,11.3040404,10.71610325
URIAAL_R15125,5.403613926,4.777125374,4.363545172,5.326964755,4.666235093,4.768462915
URIAAL_R02657,5.763217136,4.363545172,4.685980511,6.444809483,5.209098481,5.299767048
URIAAL_R10997,8.456701173,7.662486304,8.611564476,7.733134191,7.875944912,7.4985277
URIAAL_R11000,10.0442071,11.16770853,10.04827097,10.07282378,10.5293098,10.45345621
URIAAL_R02656,13.02327519,13.87208674,13.02914104,13.28285211,12.55404039,10.92433859
URIAAL_R10998,6.191225552,7.437035631,7.583270347,6.463243587,7.366512297,6.152233343
URIAAL_R02666,7.524201126,7.316960191,7.51895991,6.960731543,6.911871644,8.364628054
URIAAL_R15124,8.069221183,7.686787923,7.559496708,6.922387578,7.257355374,8.021793038
URIAAL_R11011,4.891955851,4.777125374,4.685980511,4.824231677,4.790835485,4.858662109
URIAAL_R11010,4.363545172,4.777125374,4.363545172,5.154913227,4.666235093,4.363545172
URIAAL_R02665,6.483722438,6.69358209,6.422781928,6.130329575,6.101166047,6.336542105
URIAAL_R11006,9.298582439,9.514308434,9.088165425,9.496327179,9.449219611,9.583040704
URIAAL_R10999,4.738226096,5.230772573,4.363545172,4.824231677,4.790835485,5.257569707
URIAAL_R02655,9.787972694,6.536289275,6.266148849,6.130329575,8.025416829,8.715898303
URIAAL_R02667,6.305567801,5.663832205,5.876193263,5.273670624,5.305661948,6.018619882
URIAAL_R14533,9.582485037,8.939108956,8.891699058,8.77889121,9.043994854,9.847557838
URIAAL_R11028,10.57604249,10.67753499,10.07752691,11.97974438,11.62056782,10.48090982
URIAAL_R11021,14.67714823,14.89701579,14.8072551,15.97397016,15.91794961,14.70566385
URIAAL_R02821,9.526183202,9.786254771,9.443391787,9.527723212,9.760566088,10.39867537
URIAAL_R11030,7.535239292,7.227977439,7.898890393,8.670367418,8.350325868,7.537560503
URIAAL_R11016,8.728423691,8.461606207,7.886258336,9.481438161,8.621634309,8.434612669
URIAAL_R02820,5.403613926,5.773944293,5.539660706,6.177137402,5.432305026,5.771723865
URIAAL_R11015,9.629052087,10.02677002,8.837264855,9.795269152,10.08934762,9.824356868
URIAAL_R02819,5.192272678,5.130859041,6.062619219,6.800401778,6.462828646,5.977512812
URIAAL_R14633,4.363545172,4.656489436,5.262800844,5.377081874,4.363545172,4.858662109
URIAAL_R02812,4.738226096,7.939865366,9.408714138,7.539309963,5.392096277,6.700715496
URIAAL_R11029,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11012,9.427161789,9.650582229,9.359626394,9.386437142,9.614125146,9.364479515
URIAAL_R11013,10.22006917,10.4390049,10.02700429,10.70462831,9.934310903,10.32070462
URIAAL_R02818,9.467590901,8.86712146,8.971157331,9.864100554,9.415000238,9.098118785
URIAAL_R14931,5.268971085,5.230772573,4.818598514,5.593011071,4.363545172,5.720279544
URIAAL_R11019,10.87210308,11.46322884,11.6506143,10.90986474,11.79502388,11.71260509
URIAAL_R02811,10.62916517,10.99423243,11.32271812,10.81131903,11.50251708,10.54694727
URIAAL_R11024,8.868900391,8.908697541,9.965732287,8.464656987,8.470288676,8.926964466
URIAAL_R02810,6.597449591,7.370765502,7.732284825,7.010238322,7.185663743,6.397384853
URIAAL_R11023,4.363545172,5.399204779,5.004475073,5.424478923,5.098372679,5.414953896
URIAAL_R11025,11.53780614,10.8182571,10.91859327,11.11795428,11.06650683,11.12114756
URIAAL_R11020,7.296070932,6.64320192,7.237525602,7.984748858,6.493916998,6.813625977
URIAAL_R02816,5.268971085,5.276213501,6.245127382,5.154913227,4.965656574,5.796555397
URIAAL_R02822,5.106768862,4.363545172,5.616246526,4.363545172,4.790835485,5.165669828
URIAAL_R11026,10.12943102,10.59810264,10.39664201,10.47602597,10.21944457,10.56649356
URIAAL_R02814,5.924129206,5.399204779,6.1343018,6.786142574,6.430974731,6.205273952
URIAAL_R11027,7.296070932,5.182500828,5.315501485,7.871095073,5.392096277,5.890647783
URIAAL_R11014,9.195722956,9.314408871,9.12068542,9.411342636,9.434111292,8.617142238
URIAAL_R11017,4.363545172,4.363545172,4.363545172,5.154913227,4.666235093,4.363545172
URIAAL_R11018,4.363545172,4.363545172,5.365066786,5.154913227,4.885923333,5.414953896
URIAAL_R02817,10.82734469,11.24213852,10.64759471,11.30702537,11.71531763,10.63696507
URIAAL_R02813,5.624597821,5.7203168,5.365066786,6.742434429,5.577707526,6.320864913
URIAAL_R02815,8.03099087,7.846134873,7.334640483,8.234601973,8.219380116,7.877998928
URIAAL_R02809,14.34842724,13.88294469,14.2189853,14.60546889,14.53562213,13.41934072
URIAAL_R02808,4.363545172,4.363545172,4.363545172,4.689988651,4.363545172,4.363545172
URIAAL_R02807,5.719008711,4.86921915,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R02796,7.242903137,6.419843411,5.616246526,7.580262911,5.50778211,6.59021875
URIAAL_R02799,4.363545172,4.363545172,4.363545172,5.512464376,4.666235093,4.768462915
URIAAL_R09927,9.734558082,10.69617244,10.02700429,10.63045451,9.8400636,10.13940523
URIAAL_R02795,9.45040292,9.905127268,9.260995162,10.11751166,9.645612115,9.472935617
URIAAL_R09918,5.106768862,6.008964029,6.611096347,6.28692339,5.305661948,5.977512812
URIAAL_R09913,9.206004596,9.768040577,8.88540102,10.0193652,8.97515572,9.35551158
URIAAL_R09924,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R02794,4.363545172,4.363545172,4.363545172,5.702868692,4.790835485,4.858662109
URIAAL_R02806,10.4097531,10.03030059,9.774788408,10.27003553,9.85005505,9.708040459
URIAAL_R14720,4.363545172,4.777125374,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R09917,4.363545172,4.86921915,5.411947784,5.66753605,4.790835485,4.768462915
URIAAL_R09926,4.363545172,4.363545172,4.363545172,5.630955528,4.363545172,5.339906261
URIAAL_R02805,11.08645996,12.5069324,11.28261691,11.49335815,11.81737461,11.19934505
URIAAL_R09920,7.256386689,7.429825178,7.196698577,7.304666422,8.267228974,7.970739949
URIAAL_R02804,4.363545172,4.363545172,4.363545172,4.363545172,4.666235093,4.363545172
URIAAL_R02797,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R02798,4.363545172,5.276213501,4.919731905,4.689988651,4.363545172,4.858662109
URIAAL_R09919,10.20819472,10.65789313,10.03980191,9.859174074,10.05397676,9.843716854
URIAAL_R02793,6.097918978,7.049934662,6.11087821,6.855977797,7.080607399,5.771723865
URIAAL_R09922,4.363545172,4.363545172,4.363545172,4.689988651,4.363545172,4.363545172
URIAAL_R09928,4.363545172,4.363545172,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R09925,6.459735668,6.110726274,6.11087821,6.08164292,5.895214605,6.320864913
URIAAL_R09916,9.850435431,9.664284456,10.13298932,9.010109104,10.38366712,9.622439925
URIAAL_R02803,9.523446481,9.017194973,9.224065259,9.420293437,8.628299462,9.444464969
URIAAL_R09915,8.445148065,7.813464615,8.267970394,8.182736245,8.924658672,7.816145285
URIAAL_R02792,10.56278339,10.25914979,9.923387801,10.59830422,10.36686919,10.40390039
URIAAL_R09914,10.60349603,10.21949655,10.47933247,10.8712506,10.52842151,11.06179056
URIAAL_R02802,11.84429862,11.63378192,11.6097289,11.84011016,12.15002208,11.86653116
URIAAL_R02801,15.78880366,16.89630117,16.69003307,16.44422573,17.62824726,16.20331772
URIAAL_R02800,7.100327914,6.78897427,7.055026465,6.697252129,7.555154337,7.402998373
URIAAL_R02791,7.007133244,8.20990037,8.177811764,8.792760638,9.061316911,7.308050751
URIAAL_R09923,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09912,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09921,4.363545172,4.363545172,4.818598514,5.154913227,4.965656574,5.115040819
URIAAL_R11128,9.539789355,9.346882053,9.33444037,9.494209577,9.163378204,10.02649192
URIAAL_R08247,9.686444661,11.52123452,11.60782095,10.4792395,11.79169672,10.61385508
URIAAL_R11130,4.363545172,4.777125374,4.919731905,4.363545172,4.363545172,4.363545172
URIAAL_R11120,10.56145075,9.395172129,11.5813276,10.19252983,9.94766533,9.77680344
URIAAL_R08246,10.39785499,9.505876296,9.280310422,10.90589033,10.12504725,9.865348315
URIAAL_R11129,7.038905383,6.69358209,7.325227804,6.712483265,7.482709437,7.524669523
URIAAL_R08242,4.363545172,4.363545172,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R08245,4.363545172,5.130859041,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R11127,4.363545172,4.777125374,4.363545172,5.833548159,4.885923333,4.363545172
URIAAL_R14776,4.891955851,4.777125374,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R11123,4.363545172,4.777125374,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R08244,6.799195996,7.878070239,7.122223228,6.786142574,8.192589351,7.148039142
URIAAL_R08237,9.517957391,9.354417526,9.289871725,9.257506158,8.877922612,9.824356868
URIAAL_R11121,6.220812071,6.909998868,6.747364442,7.126717216,7.576180239,7.511659348
URIAAL_R11131,7.681331548,7.068808479,7.343990144,6.998028463,6.945136035,6.640468923
URIAAL_R11126,7.661364284,7.999087476,6.871043568,6.998028463,6.31280267,7.113695017
URIAAL_R11125,4.891955851,8.176145712,6.086991242,6.08164292,4.885923333,6.152233343
URIAAL_R08238,8.940477498,7.807945689,8.830723123,9.249993212,8.23258946,8.867592803
URIAAL_R08239,8.253017233,8.0880935,8.384449775,7.71856979,7.452652704,7.778778428
URIAAL_R11124,6.530406858,6.186367505,5.578693395,6.130329575,5.762412828,5.000689288
URIAAL_R08240,5.403613926,5.920700049,5.498990869,5.770179009,5.762412828,5.579384528
URIAAL_R08243,7.47916124,7.458447248,6.56237004,7.46245023,6.294985452,6.700715496
URIAAL_R08241,6.530406858,6.449951317,6.062619219,6.030894245,5.704406029,5.796555397
URIAAL_R11122,5.00894176,5.799792167,5.004475073,6.28692339,5.869891152,5.693594183
URIAAL_R13073,13.64735049,12.84739421,13.21732902,12.91245994,13.2277029,12.41754513
URIAAL_R08436,8.061656705,7.650176985,7.652277645,8.379784227,7.925723074,7.323084684
URIAAL_R08104,4.363545172,4.946467387,4.363545172,5.087435481,4.666235093,4.768462915
URIAAL_R08085,8.598986422,7.851507553,8.907324465,8.681596454,8.488730301,9.08732083
URIAAL_R08086,4.738226096,5.075108153,5.616246526,6.177137402,5.790283593,6.304990716
URIAAL_R00704,10.99958752,11.23297829,9.971681219,10.97504768,10.33165653,10.8837815
URIAAL_R00685,11.89225236,10.32960843,11.0494718,10.08130895,9.290490699,10.4948512
URIAAL_R08092,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R00684,5.268971085,4.656489436,4.919731905,5.01234472,5.47080836,5.299767048
URIAAL_R00694,10.12943102,10.11586656,10.39442974,10.18598823,10.21834326,10.12154232
URIAAL_R00695,11.37061158,10.49287426,11.02680174,11.0272033,11.5052281,10.82916318
URIAAL_R08084,10.2649759,9.760973358,10.11563359,10.05138974,10.40705358,9.504103626
URIAAL_R00696,8.55131496,7.898968505,8.626759428,9.039471427,7.892732079,7.69522593
URIAAL_R00683,10.14730968,10.5439807,10.00541918,10.789913,10.20172193,10.15084676
URIAAL_R08093,9.698624463,9.639834114,9.585996134,9.988118021,10.20617305,10.21369043
URIAAL_R08083,11.53237553,11.73205292,11.84212174,11.40938745,12.02493872,12.14211394
URIAAL_R08094,10.22175756,10.59651612,10.58592564,9.777970235,10.24562665,10.68066871
URIAAL_R08095,5.924129206,6.577406075,6.366283539,6.727542667,5.258845731,6.537974328
URIAAL_R00682,4.891955851,5.436618703,5.816821732,5.770179009,4.363545172,6.115548223
URIAAL_R00681,5.805686801,5.5071585,5.616246526,5.737053834,6.036443225,6.56435651
URIAAL_R00680,8.113784337,8.888059831,8.402237305,9.121381806,8.988154827,9.113101046
URIAAL_R00697,11.27304446,11.07334845,10.97519285,10.89630682,11.00781261,11.48218594
URIAAL_R08096,6.249708194,6.577406075,5.754070316,6.882932665,5.610890998,6.239407342
URIAAL_R00698,9.889206153,10.08564456,10.23419011,10.12437069,10.22603479,10.23436996
URIAAL_R08097,11.25172231,11.44747581,12.18374164,11.80511792,12.1865114,11.74761156
URIAAL_R08078,5.719008711,5.230772573,6.086991242,6.426108148,5.209098481,6.835113826
URIAAL_R08098,4.363545172,4.363545172,5.262800844,5.154913227,4.363545172,4.934336631
URIAAL_R00676,5.763217136,4.777125374,5.456495784,5.424478923,5.610890998,6.382444222
URIAAL_R00699,11.44619899,10.90668818,11.13277339,10.74790094,11.56621566,11.2369095
URIAAL_R00686,13.19442516,12.65563479,12.76317276,12.06275879,12.85291345,12.62767109
URIAAL_R00700,6.332593726,5.319231539,5.816821732,6.004681015,6.39831251,5.86785707
URIAAL_R08079,4.363545172,4.363545172,4.818598514,5.553567254,4.965656574,4.363545172
URIAAL_R08099,4.363545172,4.363545172,5.145389309,5.833548159,5.817460607,5.060393588
URIAAL_R00701,9.504142446,9.893542387,10.98625104,10.67223618,10.58590529,10.65825391
URIAAL_R08100,9.266198167,9.60710014,9.188720902,9.468552486,9.29885679,9.366266419
URIAAL_R00677,5.99675992,5.5071585,6.245127382,5.893492605,5.762412828,6.986263456
URIAAL_R00702,10.49319804,9.573605088,10.3551552,8.643819559,9.652154166,10.66697198
URIAAL_R08080,12.6013171,13.3996882,13.15451183,13.76681921,13.5889446,12.89815013
URIAAL_R14773,5.924129206,6.14913368,6.11087821,5.833548159,6.058409786,6.483555247
URIAAL_R00678,11.7901525,11.78871905,11.62301429,11.50128182,12.27785906,11.41477917
URIAAL_R08101,9.867795744,9.765217847,9.618597867,9.313838613,9.100143988,9.746951167
URIAAL_R08102,10.03271007,10.27013966,10.02271305,9.596451658,9.61914275,10.08405375
URIAAL_R15210,8.279306809,8.678637624,7.575390275,8.481901753,7.892732079,8.922109427
URIAAL_R00679,9.088651906,8.911256544,8.10896529,10.35878812,8.488730301,9.373391941
